"";"name.x";"udzial"
"579";"Przemęt";0,0847558900541414
"580";"Siedlec";0,0995591785311119
"581";"Wolsztyn";0,114949369328529
"582";"Leszno";0,0813377225484272
"583";"Chodzież";0,0930748509054386
"584";"Budzyń";0,117351570115531
"585";"Chodzież";0,147219558551138
"586";"Margonin";0,211524625252875
"587";"Szamocin";0,0599850866880376
"588";"Czarnków";0,194395400187278
"589";"Czarnków";0,0626001704028986
"590";"Drawsko";0,0725012621846399
"591";"Krzyż Wielkopolski";0,108068503530998
"592";"Lubasz";0,0546191327966057
"593";"Połajewo";0,0354931566364736
"594";"Trzcianka";0,0997618276202731
"595";"Wieleń";0,0898955040064128
"596";"Piła";0,115021678841387
"597";"Białośliwie";0,0669914229066094
"598";"Kaczory";0,146603664168636
"599";"Łobżenica";0,0438902125608729
"600";"Miasteczko Krajeńskie";0,072445630685253
"601";"Szydłowo";0,0860650877272269
"602";"Ujście";0,118405202760202
"603";"Wyrzysk";0,0805598800420036
"604";"Wysoka";0,0686623224104022
"605";"Wągrowiec";0,0916954200875045
"606";"Damasławek";0,0442345723824815
"607";"Gołańcz";0,110041998435746
"608";"Mieścisko";0,0940466321217294
"609";"Skoki";0,165817949525313
"610";"Wapno";0,0376564171902527
"611";"Wągrowiec";0,0667028479845076
"612";"Złotów";0,0902250810812728
"613";"Jastrowie";0,115756037250635
"614";"Krajenka";0,0650001201010287
"615";"Lipka";0,0693445444287637
"616";"Okonek";0,0988802109405811
"617";"Tarnówka";0,0858082765662092
"618";"Zakrzewo";0,100148497301242
"619";"Złotów";0,0975193452159275
"620";"Oborniki";0,121802583260694
"621";"Rogoźno";0,105257334177925
"622";"Ryczywół";0,0583355364457228
"623";"Luboń";0,0913584067718207
"624";"Puszczykowo";0,0875521977102117
"625";"Buk";0,175471352046559
"626";"Czerwonak";0,153195942410667
"627";"Dopiewo";0,0872760457263786
"628";"Kleszczewo";0,0752144226545034
"629";"Komorniki";0,158445748902475
"630";"Kostrzyn";0,0980474184811717
"631";"Kórnik";0,222975071088594
"632";"Mosina";0,111923351471005
"633";"Murowana Goślina";0,162765763917545
"634";"Pobiedziska";0,139446146653275
"635";"Rokietnica";0,0902651786180692
"636";"Stęszew";0,113393536356554
